'Cuadro';'B';7.10;7.20;207.10;285.90;'Arial';0;0;0;0;0;0;'I';None;-3
'CAE';'T';26.00;272.40;53.10;276.40;'Arial';10;1;0;0;0;0;'I';'61101021770094';0
'CAE.L';'T';9.60;272.40;25.60;276.40;'Arial';10;1;0;0;0;0;'I';'C.A.E. N\xba';0
'CAE.Vencimiento';'T';83.40;272.40;102.10;276.40;'Arial';10;1;0;0;0;0;'I';'31/12/2010';0
'CAE.Vencimiento.L';'T';55.40;272.40;82.40;276.40;'Arial';10;1;0;0;0;0;'I';'Fecha Vto. CAE:';0
'CUIT';'T';104.90;32.20;155.90;37.20;'Arial';10;0;0;0;0;0;'C';'';2
'Cliente';'T';8.40;44.20;24.60;50.20;'Arial';10;0;0;0;0;0;'I';'Sr.(s):';0
'Cliente.CUIT';'T';100.30;59.10;140.30;64.10;'Arial';10;0;0;0;0;65535;'I';None;0
'Cliente.TipoDoc';'T';80.30;59.10;100.30;64.10;'Arial';10;0;0;0;0;0;'I';'CUIT:';0
'Cliente.Domicilio';'T';25.80;49.10;139.90;55.10;'Arial';10;0;0;0;0;65535;'I';None;0
'Cliente.Domicilio.L';'t';8.50;49.30;29.70;55.30;'Arial';10;0;0;0;0;0;'I';'Direcci\xf3n:';0
'Cliente.IVA';'T';26.00;59.10;78.80;64.10;'Arial';10;0;0;0;0;0;'I';None;0
'Cliente.IVA.L';'T';8.40;59.20;26.60;64.20;'Arial';10;0;0;0;0;0;'I';'IVA:';0
'Cliente.Localidad';'T';26.10;53.70;78.70;59.70;'Arial';10;0;0;0;0;65535;'I';None;0
'Cliente.Localidad.L';'T';8.30;53.70;27.30;59.70;'Arial';10;0;0;0;0;0;'I';'Localidad:';0
'Cliente.Nombre';'T';45.10;44.10;115.90;50.10;'Arial';10;0;0;0;0;65535;'I';None;0
'Cliente.Provincia';'T';99.30;54.10;140.30;60.10;'Arial';10;0;0;0;0;0;'I';None;0
'Cliente.Provincia.L';'T';80.30;54.10;99.30;60.10;'Arial';10;0;0;0;0;0;'I';'Provincia:';0
'CodigoBarras';'BC';9.50;276.20;101.60;282.80;'Interleaved 2of5 NT';0.75;0;0;0;0;0;'I';'200000000001000159053338016581200810081';3
'CodigoBarrasLegible';'T';9.50;283.10;101.10;286.00;'Arial';6;0;0;0;0;0;'C';'3369345023901000161101021770094201103155';3
'Comprobante.N\xba';'T';126.50;19.00;136.50;24.50;'Arial';14;1;0;0;0;0;'I';'N\xba: ';2
'ComprobanteEx.L';'T';109.50;8.10;205.20;12.60;'Arial Black';13;0;0;0;0;0;'C';'FACTURA';2
'CuadroX';'B';97.60;7.30;107.60;17.60;'Arial';0;1;0;0;0;0;'I';None;2
'EMPRESA';'T';11.00;16.50;100.90;21.50;'Arial';12;1;0;0;0;0;'I';'';2
'Fecha';'T';145.70;24.70;185.70;31.00;'Arial';12;0;0;0;0;65535;'I';None;0
'Fecha.L';'T';126.50;24.90;143.80;30.80;'Arial';12;0;0;0;0;0;'I';'Fecha:';0
'IIBB';'T';156.90;32.20;204.90;37.20;'Arial';10;0;0;0;0;0;'C';'';2
'INICIO';'T';104.80;37.50;205.00;42.50;'Arial';10;0;0;0;0;0;'I';'';2
'IVA';'T';9.00;37.30;100.90;42.30;'Arial';10;0;0;0;0;0;'I';'';2
'IVA10.5';'T';185.40;273.40;206.50;278.10;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA10.5.L';'T';153.10;273.50;174.40;278.20;'Arial';9;0;0;0;0;0;'I';'I.V.A. 10,5%';0
'IVA21';'T';185.30;268.30;206.40;273.00;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA21.L';'T';153.00;268.20;174.30;272.90;'Arial';9;0;0;0;0;0;'I';'I.V.A. 21%';0
'Item.Descripcion01';'T';8.50;77.30;206.30;81.30;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion02';'T';8.70;82.50;206.50;86.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion03';'T';8.70;87.50;206.50;91.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion04';'T';8.70;92.50;206.50;96.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion05';'T';8.70;97.50;206.50;101.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion06';'T';8.70;102.50;206.50;106.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion07';'T';8.70;107.50;206.50;111.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion08';'T';8.70;112.50;206.50;116.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion09';'T';8.70;117.50;206.50;121.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion10';'T';8.70;122.50;206.50;126.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion11';'T';8.70;127.50;206.50;131.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion12';'T';8.70;132.50;206.50;136.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion13';'T';8.70;137.50;206.50;141.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion14';'T';8.70;142.50;206.50;146.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion15';'T';8.70;147.50;206.50;151.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion16';'T';8.70;152.50;206.50;156.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion17';'T';8.70;157.50;206.50;161.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion18';'T';8.70;162.50;206.50;166.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion19';'T';8.70;167.50;206.50;171.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion20';'T';8.70;172.50;206.50;176.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion21';'T';8.70;177.50;206.50;181.50;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion22';'T';8.90;182.70;206.70;186.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion23';'T';8.90;187.70;206.70;191.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion24';'T';8.90;192.70;206.70;196.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion25';'T';8.90;197.70;206.70;201.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion26';'T';8.90;202.70;206.70;206.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion27';'T';8.90;207.70;206.70;211.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion28';'T';8.90;212.70;206.70;216.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion29';'T';8.90;217.70;206.70;221.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion30';'T';8.90;222.70;206.70;226.70;'Arial';8;0;0;0;0;65535;'I';'';0
'Item.Descripcion31';'T';8.90;227.70;206.70;231.70;'Arial';8;0;0;0;0;65535;'I';'';0
'LETRA';'T';97.50;10.50;107.50;12.50;'Arial';16;1;0;0;0;0;'C';'X';2
'Linea1';'L';102.90;17.70;102.90;42.90;'Arial';0;0;0;0;0;0;'I';None;3
'Linea2';'L';7.20;42.80;207.20;42.80;None;0;0;0;0;0;0;'I';None;3
'Linea3';'L';7.20;72.50;207.20;72.50;None;0;0;0;0;0;0;'I';None;3
'Linea6';'L';7.30;235.00;207.30;235.00;None;0;0;0;0;0;0;'I';None;3
'Logo';'I';8.80;8.80;66.80;21.80;None;0;0;0;0;0;0;'I';'plantillas/logo.png';2
'MEMBRETE1';'T';9.00;22.00;100.90;27.20;'Arial';10;0;0;0;0;0;'I';'';2
'MEMBRETE2';'T';9.00;27.30;100.90;32.30;'Arial';10;0;0;0;0;0;'I';'';2
'MEMBRETE3';'T';8.90;32.60;100.80;37.60;'Arial';10;0;0;0;0;0;'I';'';2
'NETO';'T';177.80;236.60;206.80;241.40;'Arial';9;0;0;0;0;0;'D';'';0
'NETO.L';'T';152.70;236.60;175.20;241.40;'Arial';9;0;0;0;0;0;'I';'Sub Total Neto:';0
'Numero';'T';137.30;19.00;197.30;24.60;'Arial';14;1;0;0;0;0;'I';'0000-00000000';2
'Pagina';'T';150.60;13.00;190.60;17.00;'Arial';8;0;0;0;0;0;'C';'P\xe1gina';2
'Periodo.Desde';'T';163.70;63.50;183.70;67.50;'Arial';10.00;0;0;0;0;65535;'I';'01/01/2009';0
'Periodo.Hasta';'T';184.90;63.50;204.90;67.50;'Arial';10.00;0;0;0;0;65535;'I';'31/01/2009';0
'PeriodoFacturadoL';'T';132.50;63.50;160.30;67.50;'Arial';10.00;0;0;0;0;0;'I';'Per\xedodo Facturado';0
'Vencimiento';'T';184.90;68.10;204.90;72.10;'Arial';10.00;0;0;0;0;65535;'I';'31/12/2009';0
'VencimientoL';'T';132.50;68.10;179.30;72.10;'Arial';10.00;0;0;0;0;0;'I';'Fecha de Vencimiento de Pago:';0
'TOTAL';'T';182.70;280.50;205.80;285.30;'Arial';10;1;0;0;0;65535;'D';None;0
'TipoCBTE';'T';96.50;14.00;108.50;18.50;'Arial';7;1;0;0;0;0;'C';'COD.01';2
'Total.C';'B';182.00;279.80;207.00;285.80;None;0;0;0;0;0;0;'I';None;-1
'Total.L';'T';152.20;279.90;177.80;285.30;'Arial';10;0;0;0;0;0;'I';'Total:';0
'Tributo.Alicuota01';'T';175.70;242.30;186.90;247.10;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Alicuota02';'T';175.60;247.60;186.80;252.40;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Alicuota03';'T';175.60;252.40;186.80;257.20;'Arial';12.00;0;0;0;0;0;'D';'';0
'Tributo.Alicuota04';'T';175.90;257.50;187.10;262.30;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Alicuota05';'T';175.90;262.50;187.10;267.30;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Descripcion01';'T';152.70;242.40;175.50;247.20;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Descripcion02';'T';152.90;247.60;175.70;252.40;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Descripcion03';'T';152.90;252.60;175.70;257.40;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Descripcion04';'T';152.80;257.70;175.60;262.50;'Arial';9;0;0;0;0;0;'D';'';0
'Tributo.Descripcion05';'T';152.90;262.60;175.70;267.40;'Arial';9;0;0;0;0;0;'D';'';0
